"ID","ClassName","Label","ActionType","Message","TaskID","GotoID","QuestionID","SortOrder","Result"
"1","NZTA\\SDLT\\Model\\AnswerActionField","Yes","message","<p>If this product has already gone through a proof of concept or trial, please contact the security architects (security.architects@example.govt.nz) for next steps. They will be able to provide information on why this product was never adopted after the previous POC/Trial.</p><p>&nbsp;</p><p>If this product is currently in a POC/Trial and you wish to get an extension. Please email the security architects (security.architects@example.co.nz) to discuss this. Please ensure there is clear justification for the extension to this POC/Trial. If there is not, it is recommended that you start through the SaaS questionnaire to get the product officially certified.</p>","0","1","2","0",""
"2","NZTA\\SDLT\\Model\\AnswerActionField","No","goto","<p>asdasd</p>","0","4","2","0",""
"3","NZTA\\SDLT\\Model\\AnswerActionField","Yes","message","<p>Moving an existing proof of concept or trial to production requires appropriate security assurance to be completed. Please fill out the <a class=\"ss-broken\" href=\"/#/questionnaire/start/2\">SaaS Questionnaire</a>.</p>","0","0","3","0",""
"4","NZTA\\SDLT\\Model\\AnswerActionField","No","continue","<p>Moving an existing proof of concept or trial to production requires appropriate security assurance to be completed. Please fill out the Product Questionnaire.</p>","0","0","3","0",""
"5","NZTA\\SDLT\\Model\\AnswerActionField","Yes","message","<p>This product may have already gone through the required security assurance processes. Please contact the security architects (security.architects@example.govt.nz) to check.</p><p>&nbsp;</p><p>If you know for certain that this product has been previously cleared, or used within the agency. Then, this product would have been previously certified for use by the security team. No further security assurance processes are required. Please engage the Change Advisory Board (CAB) to use this product.</p>","0","1","4","0",""
"6","NZTA\\SDLT\\Model\\AnswerActionField","No","continue","","0","0","4","0",""
"7","NZTA\\SDLT\\Model\\AnswerActionField","Yes","message","<p>Products developed by/for the Agency are not candidates for a proof of concept or trial.&nbsp;</p><p>&nbsp;</p><p>If the Agency will consume this product as a hosted service by one of our vendors (e.g. Unisys), then please complete the Software as a Service questionnaire.</p><p>&nbsp;</p><p>If the Agency is going to deploy this product within our own on-prem or cloud infrastructure, then please complete the Solution Delivery questionnaire.</p>","0","1","5","0",""
"8","NZTA\\SDLT\\Model\\AnswerActionField","No","continue","","0","1","5","0",""
"9","NZTA\\SDLT\\Model\\AnswerActionField","Continue","continue","","0","0","8","0",""
"10","NZTA\\SDLT\\Model\\AnswerActionField","Yes","continue","","0","1","9","0",""
"11","NZTA\\SDLT\\Model\\AnswerActionField","No","continue","","0","1","9","0",""
"12","NZTA\\SDLT\\Model\\AnswerActionField","Yes","continue","","0","1","10","0",""
"13","NZTA\\SDLT\\Model\\AnswerActionField","No","continue","","0","1","10","0",""
"14","NZTA\\SDLT\\Model\\AnswerActionField","Yes","continue","","0","0","11","0",""
"15","NZTA\\SDLT\\Model\\AnswerActionField","No","goto","","0","74","11","0",""
"16","NZTA\\SDLT\\Model\\AnswerActionField","Continue","continue","","0","0","12","0",""
"17","NZTA\\SDLT\\Model\\AnswerActionField","Continue","continue","","0","0","13","0",""
"18","NZTA\\SDLT\\Model\\AnswerActionField","Continue","continue","","0","0","14","0",""
"19","NZTA\\SDLT\\Model\\AnswerActionField","Continue","continue","","0","0","15","0",""
"20","NZTA\\SDLT\\Model\\AnswerActionField","Continue","continue","","0","0","16","0",""
"21","NZTA\\SDLT\\Model\\AnswerActionField","Continue","continue","","0","0","17","0",""
"22","NZTA\\SDLT\\Model\\AnswerActionField","Yes","message","<p>This product may have already gone through the required security assurance processes. Please contact the security architects (security.architects@example.govt.nz) to check.</p><p>&nbsp;</p><p>If you know for certain that this product has been previously cleared, or used within the agency. Then, this product would have been previously certified for use by the security team. No further security assurance processes are required. Please engage the Change Advisory Board (CAB) to use this product.</p>","0","22","23","0",""
"23","NZTA\\SDLT\\Model\\AnswerActionField","No","continue","","0","28","23","0",""
"24","NZTA\\SDLT\\Model\\AnswerActionField","Yes","continue","","0","22","29","0",""
"25","NZTA\\SDLT\\Model\\AnswerActionField","No","goto","","0","35","29","0",""
"26","NZTA\\SDLT\\Model\\AnswerActionField","Yes","continue","","46","28","30","0",""
"27","NZTA\\SDLT\\Model\\AnswerActionField","No","goto","","0","35","30","0",""
"28","NZTA\\SDLT\\Model\\AnswerActionField","Yes","continue","","17","28","35","0",""
"29","NZTA\\SDLT\\Model\\AnswerActionField","No","continue","","0","22","35","0",""
"30","NZTA\\SDLT\\Model\\AnswerActionField","Yes","continue","","0","22","37","0",""
"31","NZTA\\SDLT\\Model\\AnswerActionField","No","goto","","0","39","37","0",""
"32","NZTA\\SDLT\\Model\\AnswerActionField","Yes","continue","","40","28","41","0",""
"33","NZTA\\SDLT\\Model\\AnswerActionField","No","continue","","0","28","41","0",""
"34","NZTA\\SDLT\\Model\\AnswerActionField","Yes","continue","","38","32","42","0",""
"35","NZTA\\SDLT\\Model\\AnswerActionField","Yes","continue","","38","32","44","0",""
"36","NZTA\\SDLT\\Model\\AnswerActionField","No","continue","","0","32","44","0",""
"37","NZTA\\SDLT\\Model\\AnswerActionField","Yes","finish","","0","0","43","0",""
"38","NZTA\\SDLT\\Model\\AnswerActionField","No","continue","","0","0","43","0",""
"39","NZTA\\SDLT\\Model\\AnswerActionField","Yes","continue","","0","0","45","0",""
"40","NZTA\\SDLT\\Model\\AnswerActionField","No","continue","","0","0","45","0",""
"41","NZTA\\SDLT\\Model\\AnswerActionField","Yes","continue","","0","0","46","0",""
"42","NZTA\\SDLT\\Model\\AnswerActionField","No","continue","","0","0","46","0",""
"43","NZTA\\SDLT\\Model\\AnswerActionField","Yes - Sensitive Classification","finish","","0","0","47","0",""
"44","NZTA\\SDLT\\Model\\AnswerActionField","Yes","continue","","0","0","49","0",""
"45","NZTA\\SDLT\\Model\\AnswerActionField","No","continue","","0","0","47","0",""
"46","NZTA\\SDLT\\Model\\AnswerActionField","No","continue","","0","0","49","0",""
"47","NZTA\\SDLT\\Model\\AnswerActionField","Yes","continue","","8","32","51","0",""
"48","NZTA\\SDLT\\Model\\AnswerActionField","No","continue","","0","0","51","0",""
"49","NZTA\\SDLT\\Model\\AnswerActionField","Yes","finish","","0","0","50","0",""
"50","NZTA\\SDLT\\Model\\AnswerActionField","Yes","continue","","0","413","52","0",""
"51","NZTA\\SDLT\\Model\\AnswerActionField","No","continue","","0","0","50","0",""
"52","NZTA\\SDLT\\Model\\AnswerActionField","No","goto","","0","413","52","0",""
"53","NZTA\\SDLT\\Model\\AnswerActionField","Yes","continue","","0","0","53","0",""
"54","NZTA\\SDLT\\Model\\AnswerActionField","No","goto","","0","202","53","0",""
"55","NZTA\\SDLT\\Model\\AnswerActionField","Yes","finish","","0","0","55","0",""
"56","NZTA\\SDLT\\Model\\AnswerActionField","No","continue","","0","0","55","0",""
"57","NZTA\\SDLT\\Model\\AnswerActionField","No","continue","","0","56","42","0",""
"58","NZTA\\SDLT\\Model\\AnswerActionField","Yes","finish","","0","0","57","0",""
"59","NZTA\\SDLT\\Model\\AnswerActionField","No","continue","","0","0","57","0",""
"60","NZTA\\SDLT\\Model\\AnswerActionField","Yes","finish","","0","0","58","0",""
"61","NZTA\\SDLT\\Model\\AnswerActionField","No","finish","","0","0","58","0",""
"62","NZTA\\SDLT\\Model\\AnswerActionField","Yes","continue","","29","59","60","0",""
"63","NZTA\\SDLT\\Model\\AnswerActionField","No","goto","","0","65","60","0",""
"64","NZTA\\SDLT\\Model\\AnswerActionField","Yes","continue","","0","0","61","0",""
"65","NZTA\\SDLT\\Model\\AnswerActionField","No","continue","","5","59","61","0",""
"66","NZTA\\SDLT\\Model\\AnswerActionField","Yes","continue","","8","191","64","0",""
"67","NZTA\\SDLT\\Model\\AnswerActionField","No","continue","","0","0","64","0",""
"68","NZTA\\SDLT\\Model\\AnswerActionField","Yes","continue","","38","59","65","0",""
"69","NZTA\\SDLT\\Model\\AnswerActionField","No","continue","","0","0","65","0",""
"70","NZTA\\SDLT\\Model\\AnswerActionField","Yes","continue","","38","59","66","0",""
"71","NZTA\\SDLT\\Model\\AnswerActionField","No","continue","","0","0","66","0",""
"72","NZTA\\SDLT\\Model\\AnswerActionField","Yes","continue","","40","59","67","0",""
"73","NZTA\\SDLT\\Model\\AnswerActionField","No","continue","","0","0","67","0",""
"74","NZTA\\SDLT\\Model\\AnswerActionField","Yes","continue","","0","0","68","0",""
"75","NZTA\\SDLT\\Model\\AnswerActionField","No","continue","","0","189","68","0",""
"76","NZTA\\SDLT\\Model\\AnswerActionField","Yes","finish","<p>The use of Sensitive information is limited within the Agency. The primary indicator is if the release of information could put a person in danger. This would include things like records of people who have commit infraction/compliance mistakes etc.</p>","0","0","77","0","Classification: Sensitive"
"77","NZTA\\SDLT\\Model\\AnswerActionField","No","continue","","0","0","77","0",""
"78","NZTA\\SDLT\\Model\\AnswerActionField","Yes","finish","<p>If this information can be disclosed to the public without consequence then it is considered \"Public Data\". The relevant classification for this is \"Unclassified\".</p>","0","76","78","0","Classification: In-Confidence"
"79","NZTA\\SDLT\\Model\\AnswerActionField","No","continue","","0","0","78","0",""
"80","NZTA\\SDLT\\Model\\AnswerActionField","Yes","finish","<p>We're asking the same question from multiple angles to make sure the person answering doesn't misinterpret the intention. They may think it's ok to email to media, but not be disclosed publicly..Even though the end result is identical.</p>","0","0","79","0","Classification: Unclassified"
"81","NZTA\\SDLT\\Model\\AnswerActionField","No","continue","","0","0","79","0",""
"82","NZTA\\SDLT\\Model\\AnswerActionField","Finish","finish","<p>This one might need revisions. But arguably, anything that can be accessed without authentication is something we're not protecting..So by it's nature unclassified? I'm not too sure on this one.</p>","0","76","80","0","Classification: Unclassified"
"83","NZTA\\SDLT\\Model\\AnswerActionField","No","finish","","0","0","0","0","Classification: In-Confidence"
"84","NZTA\\SDLT\\Model\\AnswerActionField","Start","continue","","0","0","89","0",""
"85","NZTA\\SDLT\\Model\\AnswerActionField","Ok","finish","","6","109","90","0",""
